"School
Code",Boro Number,Boro,School,School Name,"Galaxy
FY11 Loc
Code",Status,Dist,"Poverty
Percentage","County
Cutoff","T1-1
NT1=0","Audited
Register","Proj_Regs
for New
Schools","Proj Regs for
Restruct &
Phase-Ins
Grades","Poverty
Count","T1 School
Poverty
Count","Students
in Temp
Housing","Title I
Eligible
Pupils","Additional
Title I
Eligibles
Phase-IN",USM,"OAG
Audit","for NYC
overal
count","Expalnation of Title I
School Designation","Weighted
T1 Count
(including
phase-in)","FY11
Entitlement",Title I ARRA,"Title I Basic
Allocation","Total Minimum
Parent (1%)
Involvement
Commitment",SWP?
210331,2,X,331,THE BRONX SCHOOL OF SCIENCE INQU,10X331,Open,10,96,40.00%,1,379,0,0,364,364,33,364,0,UU,,364,TitleI:no chng,364,"$518,603 ","114,175","404,428","$5,186 ",SWP
210340,2,X,340,P.S. 340,10X340,Open,10,92.1,40.00%,1,507,0,0,467,467,57,467,0,,,467,TitleI:no chng,467,"$665,351 ","209,321","456,030","$6,654 ",SWP
210342,2,X,342,INTERNATIONAL SCHOOL FOR LIBERAL,10X342,Open,10,88.9,40.00%,1,497,0,0,442,442,27,442,0,,,442,TitleI:no chng,442,"$629,733 ","9,515","620,218","$6,297 ",SWP
210344,2,X,344,AMPARK NEIGHBORHOOD,10X344,Open,10,43.1,40.00%,1,130,0,16,56,56,0,56,7,,,56,TitleI:no chng,63,"$89,758 ","89,758",0,$898 ,SWP
210360,2,X,360,P.S. 360,10X360,Open,10,91.4,40.00%,1,464,0,0,424,424,38,424,0,,,424,TitleI:no chng,424,"$604,088 ","209,321","394,767","$6,041 ",SWP
210368,2,X,368,IN-TECH ACADEMY (M.S. / HIGH SCHOO 10X368,,Open,10,91.1,40.00%,1,"1,073",0,0,978,978,40,978,0,,,978,TitleI:no chng,978,"$1,393,391 ","528,059","865,332","$13,934 ",SWP
210374,2,X,374,KNOWLEDGE AND POWER PREPARATO,10X374,Open,10,92.9,40.00%,1,294,0,77,273,273,9,273,72,,,273,TitleI:no chng,345,"$491,534 ","152,233","339,301","$4,915 ",SWP
210382,2,X,382,"ELEMENTARY SCHOOL FOR MATH, SCIE 10X382",,Open,10,87.7,40.00%,1,300,0,88,263,263,47,263,77,UC,,263,TitleI:no chng,340,"$484,410 ","128,447","355,963","$4,844 ",SWP
210386,2,X,386,SCHOOL FOR ENVIRONMENTAL CITIZEN 10X386,,Open,10,95.9,40.00%,1,318,0,63,305,305,52,305,60,UC,,305,TitleI:no chng,365,"$520,028 ","99,903","420,125","$5,200 ",SWP
210390,2,X,390,M.S. 390,10X390,Open,10,93.2,40.00%,1,546,0,0,509,509,33,509,0,,,509,TitleI:no chng,509,"$725,190 ","76,117","649,073","$7,252 ",SWP
210391,2,X,391,THE ANGELO PATRI MIDDLE SCHOOL,10X391,Open,10,86.1,40.00%,1,692,0,0,596,596,69,596,0,,,596,TitleI:no chng,596,"$849,142 ","137,961","711,181","$8,491 ",SWP
210396,2,X,396,P.S. 396,10X396,Open,10,88.8,40.00%,1,214,0,0,190,190,25,190,0,,,190,TitleI:no chng,190,"$270,700 ","42,816","227,884","$2,707 ",SWP
210397,2,X,397,ENGLISH LANGUAGE LEARNERS AND IN 10X397,,Open,10,97.6,40.00%,1,165,0,60,161,161,6,161,59,,,161,TitleI:no chng,220,"$313,442 ","9,515","303,927","$3,134 ",SWP
210399,2,X,399,M.S. 399,10X399,Open,10,94,40.00%,1,453,0,0,426,426,37,426,0,UU,,426,TitleI:no chng,426,"$606,937 ","99,903","507,034","$6,069 ",SWP
210433,2,X,433,HIGH SCHOOL FOR TEACHING AND THE 10X433,,Open,10,95.4,40.00%,1,478,0,0,456,456,20,456,0,,,456,TitleI:no chng,456,"$649,679 ","52,330","597,349","$6,497 ",SWP
210434,2,X,434,BELMONT PREPARATORY HIGH SCHOO,10X434,Open,10,95.4,40.00%,1,409,0,0,390,390,13,390,0,,,390,TitleI:no chng,390,"$555,647 ","123,690","431,957","$5,556 ",SWP
210437,2,X,437,FORDHAM HIGH SCHOOL FOR THE ART,10X437,Open,10,97.3,40.00%,1,371,0,0,361,361,13,361,0,,,361,TitleI:no chng,361,"$514,329 ","76,117","438,212","$5,143 ",SWP
210438,2,X,438,FORDHAM LEADERSHIP ACADEMY FOR,10X438,Open,10,89.7,40.00%,1,485,0,0,435,435,21,435,0,,,435,TitleI:no chng,435,"$619,760 ","90,389","529,371","$6,198 ",SWP
210439,2,X,439,BRONX HIGH SCHOOL FOR LAW AND CO 10X439,,Open,10,91.5,40.00%,1,436,0,0,399,399,18,399,0,,,399,TitleI:no chng,399,"$568,469 ","152,233","416,236","$5,685 ",SWP
210440,2,X,440,DEWITT CLINTON HIGH SCHOOL,10X440,Open,10,85.2,40.00%,1,"4,388",0,0,"3,739","3,739",165,"3,739",0,,,3739,TitleI:no chng,"3,739","$5,327,083 ","1,983,790","3,343,293","$53,271 ",SWP
210442,2,X,442,CELIA CRUZ BRONX HIGH SCHOOL OF M 10X442,,Open,10,86.3,40.00%,1,364,0,0,314,314,12,314,0,,,314,TitleI:no chng,314,"$447,367 ","266,408","180,959","$4,474 ",SWP
210445,2,X,445,BRONX HIGH SCHOOL OF SCIENCE,10X445,Open,10,31.6,40.00%,0,"2,941",0,0,929,0,1,1,0,,,1,Non-T1:STH only:no chng,1,"$1,425 ",0,"1,425",$14 ,Target
210447,2,X,447,CRESTON ACADEMY,10X447,Open,10,81.2,40.00%,1,138,0,114,112,112,10,112,93,UC,,112,TitleI:no chng,205,"$292,071 ","52,330","239,741","$2,921 ",SWP
210459,2,X,459,EAST FORDHAM ACADEMY FOR THE AR 10X459,,Open,10,86.4,40.00%,1,110,0,90,95,95,11,95,78,UC,,95,TitleI:no chng,173,"$246,479 ","19,029","227,450","$2,465 ",SWP
210475,2,X,475,JOHN F. KENNEDY HIGH SCHOOL,10X475,Open,10,91.2,40.00%,1,"1,278",0,0,"1,166","1,166",70,"1,166",0,,,1166,TitleI:no chng,"1,166","$1,661,241 ","304,467","1,356,774","$16,612 ",SWP
210477,2,X,477,MARBLE HILL HIGH SCHOOL FOR INTER,10X477,Open,10,94.8,40.00%,1,441,0,0,418,418,8,418,0,,,418,TitleI:no chng,418,"$595,539 ","199,806","395,733","$5,955 ",SWP
210495,2,X,495,UNIVERSITY HEIGHTS SECONDARY SCHO 07X495,,Open,10,93.8,40.00%,1,448,0,0,420,420,12,420,0,,,420,TitleI:no chng,420,"$598,389 ","137,961","460,428","$5,984 ",SWP
210546,2,X,546,BRONX THEATRE HIGH SCHOOL,10X546,Open,10,90.2,40.00%,1,410,0,0,370,370,17,370,0,,,370,TitleI:no chng,370,"$527,152 ","185,534","341,618","$5,272 ",SWP
210549,2,X,549,DISCOVERY HIGH SCHOOL,10X549,Open,10,89.1,40.00%,1,442,0,0,394,394,20,394,0,,,394,TitleI:no chng,394,"$561,346 ","76,117","485,229","$5,613 ",SWP
210660,2,X,660,GRACE DODGE CAREER AND TECHNICA,10X660,Open,10,82.2,40.00%,1,"1,417",0,0,"1,165","1,165",50,"1,165",0,UU,,1165,TitleI:no chng,"1,165","$1,659,816 ","756,409","903,407","$16,598 ",SWP
210696,2,X,696,HIGH SCHOOL OF AMERICAN STUDIES A 10X696,,Open,10,25.9,40.00%,0,351,0,0,91,0,1,1,0,,,1,Non-T1:STH only:no chng,1,"$1,425 ",0,"1,425",$14 ,
211016,2,X,16,P.S. 016 WAKEFIELD,11X016,Open,11,89.6,40.00%,1,597,0,0,535,535,59,535,0,,,535,TitleI:no chng,535,"$762,233 ","285,437","476,796","$7,622 ",SWP
211019,2,X,19,P.S. 019 JUDITH K. WEISS,11X019,Open,11,46.8,40.00%,1,521,0,0,244,244,5,244,0,,,244,TitleI:no chng,244,"$347,635 ","347,635",0,"$3,476 ",SWP
211021,2,X,21,P.S. 021 PHILIP H. SHERIDAN,11X021,Open,11,87.4,40.00%,1,927,0,0,810,810,65,810,0,UU,,810,TitleI:no chng,810,"$1,154,035 ","366,311","787,724","$11,540 ",SWP
211041,2,X,41,P.S. 041 GUN HILL ROAD,11X041,Open,11,92.9,40.00%,1,893,0,0,830,830,45,830,0,UU,,830,TitleI:no chng,830,"$1,182,530 ","333,010","849,520","$11,825 ",SWP
211068,2,X,68,P.S. 068 BRONX,11X068,Open,11,95.7,40.00%,1,754,0,0,722,722,20,722,0,UU,,722,TitleI:no chng,722,"$1,028,659 ","109,418","919,241","$10,287 ",SWP
211076,2,X,76,P.S. 076 THE BENNINGTON SCHOOL,11X076,Open,11,84.8,40.00%,1,"1,096",0,0,929,929,26,929,0,UU,,929,TitleI:no chng,929,"$1,323,579 ","680,293","643,286","$13,236 ",SWP
211078,2,X,78,P.S. 078 ANNE HUTCHINSON,11X078,Open,11,82,40.00%,1,755,0,0,619,619,61,619,0,,,619,TitleI:no chng,619,"$881,911 ","223,593","658,318","$8,819 ",SWP
211083,2,X,83,P.S. 083 DONALD HERTZ,11X083,Open,11,81.2,40.00%,1,"1,644",0,0,"1,335","1,335",18,"1,335",0,UU,,1335,TitleI:no chng,"1,335","$1,902,021 ","1,398,643","503,378","$19,020 ",SWP
211087,2,X,87,P.S. 087 BRONX,11X087,Open,11,83.6,40.00%,1,567,0,0,474,474,39,474,0,,,474,TitleI:no chng,474,"$675,324 ","318,738","356,586","$6,753 ",SWP
211089,2,X,89,P.S. 089 BRONX,11X089,Open,11,88.1,40.00%,1,"1,286",0,0,"1,133","1,133",45,"1,133",0,UU,,1133,TitleI:no chng,"1,133","$1,614,225 ","708,836","905,389","$16,142 ",SWP
211096,2,X,96,P.S. 096 RICHARD RODGERS,11X096,Open,11,83.8,40.00%,1,"1,045",0,0,876,876,47,876,0,UU,,876,TitleI:no chng,876,"$1,248,068 ","661,263","586,805","$12,481 ",SWP
211097,2,X,97,P.S. 097 BRONX,11X097,Open,11,77.7,40.00%,1,683,0,0,531,531,25,531,0,,,531,TitleI:no chng,531,"$756,534 ","409,127","347,407","$7,565 ",SWP
211103,2,X,103,P.S. 103 HECTOR FONTANEZ,11X103,Open,11,87.7,40.00%,1,"1,165",0,0,"1,022","1,022",64,"1,022",0,UU,,1022,TitleI:no chng,"1,022","$1,456,079 ","523,302","932,777","$14,561 ",SWP
211105,2,X,105,P.S. 105 SEN ABRAHAM BERNSTEIN,11X105,Open,11,87.8,40.00%,1,"1,465",0,0,"1,286","1,286",64,"1,286",0,,,1286,TitleI:no chng,"1,286","$1,832,209 ","799,225","1,032,984","$18,322 ",SWP
211106,2,X,106,P.S. 106 PARKCHESTER,11X106,Open,11,80.3,40.00%,1,"1,159",0,0,931,931,45,931,0,UU,,931,TitleI:no chng,931,"$1,326,428 ","718,351","608,077","$13,264 ",SWP
211108,2,X,108,P.S. 108 PHILIP J. ABINANTI,11X108,Open,11,66,40.00%,1,599,0,0,395,395,11,395,0,UU,,395,TitleI:no chng,395,"$562,770 ","562,770",0,"$5,628 ",SWP
211111,2,X,111,P.S. 111 SETON FALLS,11X111,Open,11,80.7,40.00%,1,623,0,0,503,503,30,503,0,,,503,TitleI:no chng,503,"$716,642 ","252,136","464,506","$7,166 ",SWP
211112,2,X,112,P.S. 112 BRONXWOOD,11X112,Open,11,91,40.00%,1,543,0,0,494,494,27,494,0,,,494,TitleI:no chng,494,"$703,819 ","190,292","513,527","$7,038 ",SWP
211121,2,X,121,P.S. 121 THROOP,11X121,Open,11,79.1,40.00%,1,859,0,0,679,679,12,679,0,UU,,679,TitleI:no chng,679,"$967,395 ","632,720","334,675","$9,674 ",SWP
211127,2,X,127,J.H.S. 127 THE CASTLE HILL,11X127,Open,11,89.4,40.00%,1,734,0,0,656,656,20,656,0,UU,,656,TitleI:no chng,656,"$934,626 ","375,826","558,800","$9,346 ",SWP
211142,2,X,142,MS 142 JOHN PHILIP SOUSA,11X142,Open,11,88.1,40.00%,1,954,0,0,840,840,35,840,0,UU,,840,TitleI:no chng,840,"$1,196,777 ","685,050","511,727","$11,968 ",SWP
211144,2,X,144,J.H.S. 144 MICHELANGELO,11X144,Open,11,81,40.00%,1,"1,050",0,0,851,851,36,851,0,UU,,851,TitleI:no chng,851,"$1,212,449 ","618,448","594,001","$12,124 ",SWP
211153,2,X,153,P.S. 153 HELLEN KELLER,11X153,Open,11,61.3,40.00%,1,594,0,0,364,364,18,364,0,UU,,364,TitleI:no chng,364,"$518,603 ","518,603",0,"$5,186 ",SWP
211160,2,X,160,P.S. 160 WALT DISNEY,11X160,Open,11,56,40.00%,1,478,0,0,268,268,18,268,0,UU,,268,TitleI:no chng,268,"$381,829 ","381,829",0,"$3,818 ",SWP
211169,2,X,169,BAYCHESTER ACADEMY,11X169,Open,11,76.8,40.00%,1,112,0,42,86,86,1,86,32,,,86,TitleI:no chng,118,"$168,119 ","71,359","96,760","$1,681 ",SWP
211175,2,X,175,P.S. 175 CITY ISLAND,11X175,Open,11,40.7,40.00%,1,381,0,0,155,155,0,155,0,,,155,TitleI:newT1,155,"$220,834 ","220,834",0,"$2,208 ",SWP
211178,2,X,178,P.S. 178 - DR. SELMAN WAKSMAN,11X178,Open,11,72.4,40.00%,1,457,0,0,331,331,37,331,0,UU,,331,TitleI:no chng,331,"$471,587 ","471,587",0,"$4,716 ",SWP
211180,2,X,180,M.S. 180 DR. DANIEL HALE WILLIAMS,11X180,Open,11,62.6,40.00%,1,690,0,0,432,432,25,432,0,,,432,TitleI:no chng,432,"$615,485 ","615,485",0,"$6,155 ",SWP
211181,2,X,181,I.S. 181 PABLO CASALS,11X181,Open,11,71.5,40.00%,1,592,0,0,423,423,11,423,0,,,423,TitleI:no chng,423,"$602,663 ","602,663",0,"$6,027 ",SWP
211189,2,X,189,CORNERSTONE ACADEMY FOR SOCIAL,11X189,Open,11,88.8,40.00%,1,394,0,0,350,350,19,350,0,,,350,TitleI:no chng,350,"$498,657 ","133,204","365,453","$4,987 ",SWP
211194,2,X,194,PS/MS 194,11X194,Open,11,90.6,40.00%,1,"1,337",0,0,"1,211","1,211",42,"1,211",0,UU,,1211,TitleI:no chng,"1,211","$1,725,354 ","442,428","1,282,926","$17,254 ",SWP
211249,2,X,249,BRONX HEALTH SCIENCES HIGH SCHOO 11X249,,Open,11,80.2,40.00%,1,308,0,0,247,247,9,247,0,,,247,TitleI:no chng,247,"$351,910 ","142,719","209,191","$3,519 ",SWP
211253,2,X,253,BRONX HIGH SCHOOL FOR WRITING AN 11X253,,Open,11,81.6,40.00%,1,446,0,0,364,364,29,364,0,UU,,364,TitleI:no chng,364,"$518,603 ","195,049","323,554","$5,186 ",SWP
211265,2,X,265,BRONX LAB SCHOOL,11X265,Open,11,83.4,40.00%,1,444,0,0,370,370,15,370,0,UU,,370,TitleI:no chng,370,"$527,152 ","166,505","360,647","$5,272 ",SWP
211270,2,X,270,ACADEMY FOR SCHOLARSHIP AND ENT,11X270,Open,11,77.7,40.00%,1,618,0,0,480,480,21,480,0,,,480,TitleI:no chng,480,"$683,873 ","271,166","412,707","$6,839 ",SWP
211272,2,X,272,GLOBE SCHOOL FOR ENVIRONMENTAL,11X272,Open,11,79.1,40.00%,1,483,0,0,382,382,29,382,0,,,382,TitleI:no chng,382,"$544,249 ","218,835","325,414","$5,442 ",SWP
211275,2,X,275,HIGH SCHOOL OF COMPUTERS AND TE,11X275,Open,11,83.7,40.00%,1,530,0,0,444,444,10,444,0,UU,,444,TitleI:no chng,444,"$632,582 ","299,709","332,873","$6,326 ",SWP
211287,2,X,287,THE FORWARD SCHOOL,11X287,Open,11,87,40.00%,1,324,0,0,282,282,23,282,0,,,282,TitleI:no chng,282,"$401,775 ","109,418","292,357","$4,018 ",SWP
211288,2,X,288,COLLEGIATE INSTITUTE FOR MATH AND 11X288,,Open,11,79.5,40.00%,1,482,0,0,383,383,9,383,0,,,383,TitleI:no chng,383,"$545,673 ","171,262","374,411","$5,457 ",SWP
211289,2,X,289,THE YOUNG SCHOLARS ACADEMY OF T,11X289,Open,11,81.5,40.00%,1,411,0,0,335,335,13,335,0,,,335,TitleI:no chng,335,"$477,286 ","233,107","244,179","$4,773 ",SWP
211290,2,X,290,BRONX ACADEMY OF HEALTH CAREERS 11X290,,Open,11,80.6,40.00%,1,458,0,0,369,369,20,369,0,UU,,369,TitleI:no chng,369,"$525,727 ","214,078","311,649","$5,257 ",SWP
211299,2,X,299,ASTOR COLLEGIATE ACADEMY,11X299,Open,11,74.5,40.00%,1,466,0,0,347,347,7,347,0,,,347,TitleI:no chng,347,"$494,383 ","237,865","256,518","$4,944 ",SWP
211322,2,X,322,ASPIRE PREPARATORY MIDDLE SCHOOL 11X322,,Open,11,70,40.00%,1,554,0,0,388,388,19,388,0,,,388,TitleI:no chng,388,"$552,797 ","275,923","276,874","$5,528 ",SWP
211326,2,X,326,BRONX GREEN MIDDLE SCHOOL,11X326,Open,11,76.4,40.00%,1,423,0,0,323,323,11,323,0,,,323,TitleI:no chng,323,"$460,189 ","142,719","317,470","$4,602 ",SWP
211370,2,X,370,SCHOOL OF DIPLOMACY,11X370,Open,11,55.9,40.00%,1,429,0,0,240,240,26,240,0,,,240,TitleI:no chng,240,"$341,936 ","42,816","299,120","$3,419 ",SWP
211415,2,X,415,CHRISTOPHER COLUMBUS HIGH SCHOO 11X415,,Open,11,65.2,40.00%,1,"1,346",0,0,878,878,87,878,0,,,878,TitleI:no chng,878,"$1,250,917 ","361,554","889,363","$12,509 ",SWP
211418,2,X,418,BRONX HIGH SCHOOL FOR THE VISUAL,11X418,Open,11,78.9,40.00%,1,404,0,0,319,319,8,319,0,UU,,319,TitleI:no chng,319,"$454,490 ","195,049","259,441","$4,545 ",SWP
211455,2,X,455,HARRY S TRUMAN HIGH SCHOOL,11X455,Open,11,50.7,40.00%,1,"2,050",0,0,"1,039","1,039",66,"1,039",0,,,1039,TitleI:no chng,"1,039","$1,480,299 ","1,480,299",0,"$14,803 ",SWP
211462,2,X,462,CORNERSTONE ACADEMY FOR SOCIAL,11X462,Open,11,81.2,40.00%,1,133,0,50,108,108,6,108,41,,,108,TitleI:no chng,149,"$212,285 ","47,573","164,712","$2,123 ",SWP
211468,2,X,468,PELHAM ACADEMY OF ACADEMICS AN,11X468,Open,11,90.9,40.00%,1,121,0,116,110,110,7,110,105,,,110,TitleI:no chng,215,"$306,318 ","137,961","168,357","$3,063 ",SWP
211513,2,X,513,NEW WORLD HIGH SCHOOL,11X513,Open,11,76.7,40.00%,1,352,0,0,270,270,20,270,0,,,270,TitleI:no chng,270,"$384,678 ","80,874","303,804","$3,847 ",SWP
211514,2,X,514,THE BRONXWOOD PREPARATORY ACAD 11X514,,Open,11,79.4,40.00%,1,354,0,0,281,281,4,281,0,,,281,TitleI:no chng,281,"$400,350 ","195,049","205,301","$4,004 ",SWP
211541,2,X,541,GLOBAL ENTERPRISE HIGH SCHOOL,11X541,Open,11,82.3,40.00%,1,464,0,0,382,382,23,382,0,,,382,TitleI:no chng,382,"$544,249 ","185,534","358,715","$5,442 ",SWP
211542,2,X,542,PELHAM PREPARATORY ACADEMY,11X542,Open,11,74.3,40.00%,1,499,0,0,371,371,9,371,0,,,371,TitleI:no chng,371,"$528,577 ","256,894","271,683","$5,286 ",SWP
211544,2,X,544,HIGH SCHOOL FOR CONTEMPORARY AR 11X544,,Open,11,81.5,40.00%,1,450,0,0,367,367,18,367,0,UU,,367,TitleI:no chng,367,"$522,878 ","204,563","318,315","$5,229 ",SWP
211545,2,X,545,BRONX AEROSPACE HIGH SCHOOL,11X545,Open,11,51.9,40.00%,1,393,0,0,204,204,18,204,0,UU,,204,TitleI:no chng,204,"$290,646 ","118,932","171,714","$2,906 ",Target
212006,2,X,6,P.S. 006 WEST FARMS,12X006,Open,12,97.1,40.00%,1,679,0,0,659,659,66,659,0,,,659,TitleI:no chng,659,"$938,900 ","152,233","786,667","$9,389 ",SWP
212044,2,X,44,P.S. 044 DAVID C. FARRAGUT,12X044,Open,12,96.4,40.00%,1,307,0,0,296,296,35,296,0,,,296,TitleI:no chng,296,"$421,722 ","61,845","359,877","$4,217 ",SWP
212047,2,X,47,P.S. 047 JOHN RANDOLPH,12X047,Open,12,94.3,40.00%,1,"1,112",0,0,"1,049","1,049",62,"1,049",0,,,1049,TitleI:no chng,"1,049","$1,494,547 ","323,496","1,171,051","$14,945 ",SWP
212050,2,X,50,P.S. 050 CLARA BARTON,12X050,Open,12,98.1,40.00%,1,519,0,0,509,509,41,509,0,,,509,TitleI:no chng,509,"$725,190 ","9,515","715,675","$7,252 ",SWP
212057,2,X,57,P.S. 057 CRESCENT,12X057,Open,12,92,40.00%,1,461,0,0,424,424,44,424,0,,,424,TitleI:no chng,424,"$604,088 ","123,690","480,398","$6,041 ",SWP
212061,2,X,61,P.S. 061 FRANCISCO OLLER,12X061,Open,12,89.4,40.00%,1,382,0,0,342,342,33,342,0,UU,,342,TitleI:no chng,342,"$487,259 ","185,534","301,725","$4,873 ",SWP
212066,2,X,66,P.S. 066 SCHOOL OF HIGHER EXPECTAT,12X066,Open,12,96.2,40.00%,1,549,0,0,528,528,99,528,0,,,528,TitleI:no chng,528,"$752,260 ","118,932","633,328","$7,523 ",SWP
212067,2,X,67,P.S. 067 MOHEGAN SCHOOL,12X067,Open,12,95,40.00%,1,690,0,0,656,656,68,656,0,UU,,656,TitleI:no chng,656,"$934,626 ","185,534","749,092","$9,346 ",SWP
212092,2,X,92,P.S. 092 BRONX,12X092,Open,12,88.7,40.00%,1,505,0,0,448,448,48,448,0,,,448,TitleI:no chng,448,"$638,281 ","118,932","519,349","$6,383 ",SWP
212098,2,X,98,J.H.S. 098 HERMAN RIDDER,12X098,Open,12,86,40.00%,1,456,0,0,392,392,34,392,0,UU,,392,TitleI:no chng,392,"$558,496 ","147,476","411,020","$5,585 ",SWP
212102,2,X,102,P.S. 102 JOSEPH O. LORETAN,12X102,Open,12,94.9,40.00%,1,998,0,0,947,947,39,947,0,,,947,TitleI:no chng,947,"$1,349,224 ","333,010","1,016,214","$13,492 ",SWP
212129,2,X,129,P.S. 129 TWIN PARKS UPPER,12X129,Open,12,81.6,40.00%,1,575,0,0,469,469,55,469,0,,,469,TitleI:no chng,469,"$668,201 ","85,631","582,570","$6,682 ",SWP
212134,2,X,134,P.S. 134 GEORGE F. BRISTOW,12X134,Open,12,96.9,40.00%,1,619,0,0,600,600,61,600,0,,,600,TitleI:no chng,600,"$854,841 ","109,418","745,423","$8,548 ",SWP
212150,2,X,150,P.S. 150 CHARLES JAMES FOX,12X150,Open,12,98.5,40.00%,1,775,0,0,763,763,75,763,0,,,763,TitleI:no chng,763,"$1,087,073 ","99,903","987,170","$10,871 ",SWP
212190,2,X,190,E.S.M.T- I.S. 190,12X190,Open,12,76.4,40.00%,1,240,0,0,183,183,13,183,0,UU,,183,TitleI:no chng,183,"$260,726 ","85,631","175,095","$2,607 ",SWP
212195,2,X,195,P.S. 195,12X195,Open,12,89.7,40.00%,1,460,0,235,413,413,40,413,211,UU,,413,TitleI:no chng,624,"$889,035 ","195,049","693,986","$8,890 ",SWP
212196,2,X,196,P.S. 196,12X196,Open,12,90.7,40.00%,1,487,0,247,442,442,31,442,224,UU,,442,TitleI:no chng,666,"$948,873 ","123,690","825,183","$9,489 ",SWP
212197,2,X,197,P.S. 197,12X197,Closed,12,91.7,40.00%,1,534,0,0,490,490,14,490,0,UU,,490,TitleI:no chng,0,$0 ,0,0,$0 ,
212198,2,X,198,P.S. 198,12X198,Open,12,99.4,40.00%,1,175,0,0,174,174,12,174,0,,,174,TitleI:no chng,174,"$247,904 ","28,544","219,360","$2,479 ",SWP
212211,2,X,211,P.S. 211,12X211,Open,12,97.1,40.00%,1,663,0,0,644,644,38,644,0,,,644,TitleI:no chng,644,"$917,529 ","9,515","908,014","$9,175 ",SWP
212212,2,X,212,P.S. 212,12X212,Open,12,98,40.00%,1,404,0,0,396,396,26,396,0,,,396,TitleI:no chng,396,"$564,195 ","19,029","545,166","$5,642 ",SWP
212214,2,X,214,P.S. 214,12X214,Open,12,91.7,40.00%,1,810,0,0,743,743,37,743,0,,A,743,TitleI:no chng,743,"$1,058,578 ","342,525","716,053","$10,586 ",SWP
212216,2,X,216,BUSINESS SCHOOL FOR ENTREPRENEUR 12X216,,Closed,12,97,40.00%,1,134,0,0,130,130,12,130,0,UU,,130,TitleI:no chng,0,$0 ,0,0,$0 ,
212217,2,X,217,SCHOOL OF PERFORMING ARTS,12X217,Open,12,91.7,40.00%,1,352,0,0,323,323,30,323,0,UU,,323,TitleI:no chng,323,"$460,189 ","104,660","355,529","$4,602 ",SWP
212242,2,X,242,MOTT HALL V,12X242,Open,12,89,40.00%,1,281,0,80,250,250,14,250,71,,,250,TitleI:no chng,321,"$457,340 ","156,991","300,349","$4,573 ",SWP
212245,2,X,245,NEW DAY ACADEMY,12X245,Open,12,87.7,40.00%,1,439,0,0,385,385,29,385,0,,,385,TitleI:no chng,385,"$548,523 ","47,573","500,950","$5,485 ",SWP
212248,2,X,248,"METROPOLITAN HIGH SCHOOL, THE",12X248,Open,12,94.5,40.00%,1,326,0,0,308,308,20,308,0,,,308,TitleI:no chng,308,"$438,818 ","9,515","429,303","$4,388 ",SWP
212251,2,X,251,EXPLORATIONS ACADEMY,12X251,Open,12,84.1,40.00%,1,358,0,0,301,301,14,301,0,UU,,301,TitleI:no chng,301,"$428,845 ","128,447","300,398","$4,288 ",SWP
212262,2,X,262,PERFORMANCE CONSERVATORY HIGH,12X262,Open,12,65.9,40.00%,1,411,0,0,271,271,22,271,0,UU,,271,TitleI:no chng,271,"$386,103 ","80,874","305,229","$3,861 ",SWP
212267,2,X,267,BRONX LATIN,12X267,Open,12,91.4,40.00%,1,348,0,22,318,318,14,318,20,UU,,318,TitleI:no chng,338,"$481,560 ","214,078","267,482","$4,816 ",SWP
212271,2,X,271,EAST BRONX ACADEMY FOR THE FUTU,12X271,Open,12,93.4,40.00%,1,606,0,0,566,566,121,566,0,,,566,TitleI:no chng,566,"$806,400 ","256,894","549,506","$8,064 ",SWP
212273,2,X,273,FREDERICK DOUGLASS ACADEMY V. MI,12X273,Open,12,91.6,40.00%,1,262,0,0,240,240,14,240,0,,,240,TitleI:no chng,240,"$341,936 ",0,"341,936","$3,419 ",SWP
212278,2,X,278,PEACE AND DIVERSITY ACADEMY,12X278,Open,12,80.3,40.00%,1,305,0,0,245,245,11,245,0,,,245,TitleI:no chng,245,"$349,060 ",0,"349,060","$3,491 ",SWP
212286,2,X,286,FANNIE LOU HAMER MIDDLE SCHOOL,12X286,Open,12,97.4,40.00%,1,235,0,0,229,229,18,229,0,,,229,TitleI:no chng,229,"$326,264 ","109,418","216,846","$3,263 ",SWP
212300,2,X,300,THE SCHOOL OF SCIENCE AND APPLIED,12X300,Open,12,89.6,40.00%,1,576,0,0,516,516,66,516,0,,,516,TitleI:no chng,516,"$735,163 ","166,505","568,658","$7,352 ",SWP
212316,2,X,316,KAPPA III,12X316,Open,12,82.5,40.00%,1,257,0,0,212,212,14,212,0,,,212,TitleI:no chng,212,"$302,044 ","61,845","240,199","$3,020 ",SWP
212318,2,X,318,"I.S. X318 MATH, SCIENCE & TECHNOLO",12X318,Open,12,98.4,40.00%,1,378,0,0,372,372,23,372,0,,,372,TitleI:no chng,372,"$530,001 ",0,"530,001","$5,300 ",SWP
212341,2,X,341,ACCION ACADEMY,12X341,Open,12,99.5,40.00%,1,182,0,0,181,181,16,181,0,,,181,TitleI:no chng,181,"$257,877 ","47,573","210,304","$2,579 ",SWP
212372,2,X,372,URBAN ASSEMBLY SCHOOL FOR WILDL,12X372,Open,12,73.8,40.00%,1,282,0,100,208,208,12,208,74,UC,,208,TitleI:no chng,282,"$401,775 ","176,020","225,755","$4,018 ",SWP
